.185781981552890496e-5,.170706618515727854e-5,.171052425500077543e-5,.189863303695983476e-5,.203921044385386996e-5,.210862217644384314e-5,.223605274201656157e-5,.213804542084552324e-5,.200030130455969291e-5,.185781981552890496e-5
.198713964774926283e-5,.203733798921916683e-5,.207214183071285397e-5,.215843389058376946e-5,.219330942219961127e-5,.220972895906583131e-5,.223590671366200554e-5,.221980666889783074e-5,.218467699505606183e-5,.198713964774926283e-5
.540063007000934903e-3,.488442238204100931e-3,.436102918551117824e-3,.278140136154014783e-3,.204078257756812320e-3,.168788992704449470e-3,.110050556216378936e-3,.149298658418839381e-3,.223090381043622443e-3,.540063007000934903e-3
.709451821415019168e-3,.623764941033666531e-3,.547776143077438604e-3,.330854172549077674e-3,.232814083035215447e-3,.186264601956587228e-3,.109606660878558415e-3,.159926873128934943e-3,.257782675165518782e-3,.709451821415019168e-3
.752360379477901020e-3,.608131169675507621e-3,.566051019136981637e-3,.557611009896818999e-3,.588628970991322831e-3,.605007723012862542e-3,.640169912069277203e-3,.608081418697503651e-3,.578776163528083032e-3,.752360379477901020e-3
.752363287520596558e-3,.677625451971974879e-3,.650670842121281456e-3,.624837193030969296e-3,.629095575136850993e-3,.631880900149817126e-3,.640229417325499650e-3,.630631646468260421e-3,.627120617077314702e-3,.752363287520596558e-3
.912056597145993742e-3,.972521998808262289e-3,.995702661163500036e-3,.102203718718935077e-2,.102148762385362302e-2,.102066634498126918e-2,.101644406955131439e-2,.102244609418356003e-2,.102233781150007363e-2,.912056597145993742e-3
.912058368268908737e-3,.117234162009971499e-2,.123901547157689862e-2,.121533945742546834e-2,.113784477040868026e-2,.109793665219903858e-2,.101661382267836942e-2,.108728487840581423e-2,.116134469055539924e-2,.912058368268908737e-3
.949837877489256854e-3,.107266173130637910e-2,.114690586446353215e-2,.131339990251677641e-2,.137443564412720320e-2,.140278431390306046e-2,.144620958312979830e-2,.142139364132964907e-2,.135970406370589103e-2,.949837877489256854e-3
.949840658308609420e-3,.116782135162374345e-2,.128781377138365016e-2,.153451730712772516e-2,.161607739288438523e-2,.165343945633811273e-2,.170803731541857573e-2,.167995884895333347e-2,.159700578373467295e-2,.949840658308609420e-3
.122080486847231384e-2,.119153577124286869e-2,.132329195837321834e-2,.190432194239065211e-2,.223079324000430290e-2,.238887277477140003e-2,.266429770007015065e-2,.246699941300754233e-2,.214408104574026481e-2,.122080486847231384e-2
.122080860072504294e-2,.157109707325098213e-2,.178546935426471265e-2,.227150302719625330e-2,.245181713490261188e-2,.253565125633858912e-2,.266462420298285707e-2,.259016744008100375e-2,.240813283707019821e-2,.122080860072504294e-2
.164913036704117388e-2,.178584460564756853e-2,.191469732940507953e-2,.229192824974155940e-2,.246529125560179807e-2,.254780754581762636e-2,.268450022960742274e-2,.259405054979211513e-2,.242100132494194042e-2,.164913036704117388e-2
.174120174005487627e-2,.204781855460955953e-2,.221377890207552497e-2,.254899256769069993e-2,.265720302130523223e-2,.270661805303573644e-2,.277798701923614999e-2,.274235845118431243e-2,.263209790016993850e-2,.174120174005487627e-2
.225457184483746076e-2,.234234643581610058e-2,.241147045656164849e-2,.259692780409004342e-2,.267698100125812743e-2,.271488191660607114e-2,.277654688487460888e-2,.273706406208473751e-2,.265682799177247020e-2,.225457184483746076e-2
.225458052905036510e-2,.254516895201128968e-2,.266151816367965477e-2,.280901472170236310e-2,.281799259260062662e-2,.281961463182689442e-2,.280890218830343041e-2,.283085815634498417e-2,.281894037766594607e-2,.225458052905036510e-2
.231613569594024682e-2,.246580224399473025e-2,.261442607513195924e-2,.305873126361078107e-2,.326570775407653002e-2,.336435961034098341e-2,.352843699487959128e-2,.341916289047361488e-2,.321267658979351722e-2,.231613569594024682e-2
.231614494388932002e-2,.248911732845868983e-2,.264281822780443321e-2,.308130917573468111e-2,.327931989875107632e-2,.337341719083283920e-2,.352851056173530964e-2,.342677426708526411e-2,.322892945267216902e-2,.231614494388932002e-2
.392341994277600747e-2,.323707335261858020e-2,.307385143145033624e-2,.318747356473281229e-2,.341955711765251635e-2,.353833199305775281e-2,.377644613321059808e-2,.357338796202277820e-2,.335028499660872114e-2,.392341994277600747e-2
.392344063885552430e-2,.338578998043104207e-2,.325492997536969142e-2,.333131688854315655e-2,.350614279468786094e-2,.359583191305290484e-2,.377657678349763160e-2,.362165841220196683e-2,.345375786898927117e-2,.392344063885552430e-2
.393310958706916125e-2,.363599411159221120e-2,.356733953206855858e-2,.362444487813728955e-2,.372914211585051447e-2,.378265132583344155e-2,.388943077903913803e-2,.379896519630218421e-2,.369808630267520755e-2,.393310958706916125e-2
.394037878560249410e-2,.375484808067305664e-2,.370978730054138950e-2,.373608248513246366e-2,.379621965912368964e-2,.382713267530432333e-2,.388952447429202763e-2,.383611455934707024e-2,.377822352087431312e-2,.394037878560249410e-2
.394041149566665139e-2,.406812660670935466e-2,.411966693928517147e-2,.418564243340707742e-2,.419004742379880391e-2,.419104583542806441e-2,.418692948410936960e-2,.419623678736524841e-2,.419038678532790421e-2,.394041149566665139e-2
.413845477878460599e-2,.418935945973131219e-2,.422256033965118238e-2,.430099227308333720e-2,.433124557490138784e-2,.434547125267659151e-2,.436788659383124944e-2,.435455935100503844e-2,.432388308412390288e-2,.413845477878460599e-2
.447366808611171507e-2,.465155220211954656e-2,.468026847282398961e-2,.459339162220384623e-2,.450132994631680106e-2,.445524289820209418e-2,.436717841138456464e-2,.443865733616544134e-2,.452774829264601664e-2,.447366808611171507e-2
.447379997082464342e-2,.481385280677582017e-2,.490586348712263032e-2,.489471920563300245e-2,.480414245924709604e-2,.475722976891468363e-2,.466014732100017426e-2,.474602721127315164e-2,.483203763740558401e-2,.447379997082464342e-2
.453089104985915370e-2,.488946328825301535e-2,.501454452995364619e-2,.511941598295795330e-2,.508800822451505041e-2,.506951549709633298e-2,.502083424876964557e-2,.507320954320089612e-2,.510046861679258612e-2,.453089104985915370e-2
.456543538536546833e-2,.482917320633102776e-2,.496853805475927501e-2,.524225797615374134e-2,.532710863669483281e-2,.536570368756894567e-2,.542041689230154944e-2,.539458851797047778e-2,.530771595025214538e-2,.456543538536546833e-2
.470080297887687237e-2,.491359405193891874e-2,.503252891107219824e-2,.528015736312381634e-2,.536328839605193508e-2,.540153985569213901e-2,.545804422105655718e-2,.542844951897114569e-2,.534379056232525684e-2,.470080297887687237e-2
.470093684781369703e-2,.522073437598535861e-2,.541769588945939518e-2,.563503114150476492e-2,.562552224372225851e-2,.561608195687846035e-2,.557555514289775900e-2,.563008041306201079e-2,.563405710277731231e-2,.470093684781369703e-2
.515630661156363246e-2,.545529986810988632e-2,.556193611184374603e-2,.565883764745356288e-2,.563779093283622856e-2,.562488551743056675e-2,.558869693721919525e-2,.562929734858386155e-2,.564688317956330010e-2,.515630661156363246e-2
.515638683129537867e-2,.553165294622459669e-2,.565489381999517704e-2,.573272773635657984e-2,.568228730663200565e-2,.565445047987234162e-2,.558880225014313226e-2,.565405605989877103e-2,.569994432946741014e-2,.515638683129537867e-2
.547523348946377109e-2,.570613772206196579e-2,.581441220791811819e-2,.599669576149464145e-2,.603936921512493452e-2,.605791231725016921e-2,.607942239664427397e-2,.607558902181781768e-2,.603073372022699949e-2,.547523348946377109e-2
.547533598757508899e-2,.573219239646799439e-2,.584610157544521170e-2,.602183088859137294e-2,.605449344664028832e-2,.606795261248745110e-2,.607944951854526294e-2,.608405915931890806e-2,.604887271973358898e-2,.547533598757508899e-2
.578167324266409821e-2,.598353902767878587e-2,.606091048077650463e-2,.614827493236824729e-2,.614595829642639035e-2,.614304354463068858e-2,.612874682856545672e-2,.614900716484623189e-2,.614896954723098688e-2,.578167324266409821e-2
.578353309687495987e-2,.599319815498300379e-2,.607209858502288924e-2,.615679464646623487e-2,.615110708848165544e-2,.614648811575602139e-2,.612886446144722541e-2,.615187865099886544e-2,.615511399092660838e-2,.578353309687495987e-2
.654463654071024692e-2,.630652756627547717e-2,.624296505018273606e-2,.625262904015100318e-2,.631648386257133154e-2,.634974974980373474e-2,.641876173439959175e-2,.635811260735419381e-2,.629692112462931775e-2,.654463654071024692e-2
.654475198664616897e-2,.639514488227321820e-2,.635084030358878948e-2,.633833516602422264e-2,.636809708614949344e-2,.638404540168058254e-2,.641890714405057849e-2,.638691856449447037e-2,.635859279368933272e-2,.654475198664616897e-2
.658433932222157736e-2,.658271366458573759e-2,.660505057603999468e-2,.669855581022105184e-2,.674995888875340455e-2,.677495815185880090e-2,.681858546210190042e-2,.678765572743156298e-2,.673644274337492632e-2,.658433932222157736e-2
.658445262748230675e-2,.695444023865832150e-2,.705766389108841707e-2,.705816237259071499e-2,.696646233117270697e-2,.691876768506993756e-2,.681900286673098321e-2,.690833976673932426e-2,.699506195072974180e-2,.658445262748230675e-2
.781636881949587803e-2,.771415585242163360e-2,.759697341684617555e-2,.722671108506478532e-2,.704804976077522127e-2,.696284943472669227e-2,.682020478180245249e-2,.691681695157253529e-2,.709423879077508701e-2,.781636881949587803e-2
.819010436945433185e-2,.808973295453618846e-2,.798216662244932706e-2,.764964164132830859e-2,.749128004896171262e-2,.741587885689565240e-2,.729013121579491497e-2,.737482532102085031e-2,.753213571198063647e-2,.819010436945433185e-2
.990933258764048475e-2,.919473050305263939e-2,.880469850325749093e-2,.800746226698478836e-2,.774563718868392925e-2,.762611661857093281e-2,.745267755484047001e-2,.754107361968259227e-2,.780680238950370864e-2,.990933258764048475e-2
.105440804988248260e-1,.959818404266954417e-2,.909698495726551926e-2,.810479892572768534e-2,.779307059768896693e-2,.765164782355931550e-2,.745108683636885871e-2,.754742503733041303e-2,.786483216373312644e-2,.105440804988248260e-1
.107301599665490244e-1,.914070648996556656e-2,.885896824054555054e-2,.952173474271944542e-2,.102787402987658538e-1,.106599360770047724e-1,.113954021116953186e-1,.107943470714744194e-1,.100603093158539991e-1,.107301599665490244e-1
.123416532003020052e-1,.976947899767566241e-2,.915497489850736201e-2,.956952290865586974e-2,.104332951562113863e-1,.108754736104401672e-1,.117626654545830434e-1,.110053751154666202e-1,.101753755528690704e-1,.123416532003020052e-1
.143155381320458908e-1,.133356900112246990e-1,.128876755637628015e-1,.121549984378588327e-1,.119940729234269128e-1,.119259337871198134e-1,.118541200923187873e-1,.118573390979532789e-1,.120256269884015943e-1,.143155381320458908e-1
.143155427588688156e-1,.137472500389677066e-1,.133888309349678991e-1,.125532214447012791e-1,.122338285870000618e-1,.120851906894277050e-1,.118545885130441064e-1,.119909729796212616e-1,.123119895562595616e-1,.143155427588688156e-1
.143514243547198106e-1,.140764175822987170e-1,.138035036998758187e-1,.129845115509041875e-1,.126016522081489057e-1,.124195526930837019e-1,.121172297018183883e-1,.123190603769387508e-1,.126999718647997639e-1,.143514243547198106e-1
.143514423308097605e-1,.146106337321825208e-1,.144540068674601230e-1,.135013602393314613e-1,.129128228328774242e-1,.126262415793192417e-1,.121178208509462593e-1,.124925267153344066e-1,.130716958343803924e-1,.143514423308097605e-1
.164091479361161419e-1,.182327081405446734e-1,.185206810626254992e-1,.176086444844827383e-1,.166550569112970948e-1,.161772153531458684e-1,.152641480743938018e-1,.160036736010340519e-1,.169284536763001370e-1,.164091479361161419e-1
.164095996420741130e-1,.183583633485042697e-1,.186912297418331264e-1,.178211437092343772e-1,.168596498143784856e-1,.163767958737395247e-1,.154491858402820981e-1,.162052502117688846e-1,.171366325800761388e-1,.164095996420741130e-1
.165496459600618095e-1,.187867192405093419e-1,.191689243766575146e-1,.181709171587982610e-1,.170677306939168716e-1,.165136599741089185e-1,.154491151576792163e-1,.163167341283809719e-1,.173854651917579872e-1,.165496459600618095e-1
.173671644734909592e-1,.187617548140277535e-1,.192453819876590160e-1,.196414423987825160e-1,.195128490539868693e-1,.194378069540217524e-1,.192430503767972994e-1,.194506183596878657e-1,.195630478973427557e-1,.173671644734909592e-1
.173675900008021245e-1,.182367222871562262e-1,.188252275093958588e-1,.202638069941940557e-1,.208381728383777443e-1,.211078522051266759e-1,.215352208180981108e-1,.212744527058923438e-1,.206963175869461224e-1,.173675900008021245e-1
.225948433679334926e-1,.202362733391510119e-1,.197954236493416147e-1,.206830343661437155e-1,.217532728877145587e-1,.222934193126036462e-1,.233407692034717229e-1,.224803224043483851e-1,.214432618892317350e-1,.225948433679334926e-1
.236910609982103892e-1,.207799823696745989e-1,.201138145837234106e-1,.207030260767240293e-1,.217459254430494298e-1,.222781420566349198e-1,.233376377319771677e-1,.224413635182685312e-1,.214367778896047412e-1,.236910609982103892e-1
.236910900632807397e-1,.218059854550105570e-1,.213910919915321074e-1,.218396706852814759e-1,.225513468442031240e-1,.229137293921723995e-1,.236308397211004717e-1,.230285899813296169e-1,.223416388820965039e-1,.236910900632807397e-1
.247768097991425407e-1,.256411756206809116e-1,.257206832338816582e-1,.250485430034110834e-1,.244637055550711580e-1,.241733791661538078e-1,.236305004490269255e-1,.240597432035123404e-1,.246286321768494076e-1,.247768097991425407e-1
.247768528143197386e-1,.265214772268009824e-1,.268463011598925050e-1,.261769942195897443e-1,.253758920270783506e-1,.249726717030469558e-1,.241928988412638546e-1,.248339493292633051e-1,.256081591690886512e-1,.247768528143197386e-1
.327050756346167759e-1,.300715981046302261e-1,.292790472432855609e-1,.290209586218637128e-1,.295290077906571469e-1,.298002977474638442e-1,.303948028406715309e-1,.298431366992062408e-1,.293647085246284689e-1,.327050756346167759e-1
.327054016944678949e-1,.300858950469198305e-1,.292963584767740315e-1,.290346303653450377e-1,.295372657124524096e-1,.298058036507811153e-1,.303948587537981041e-1,.298477339788192353e-1,.293745422249180876e-1,.327054016944678949e-1
.329960692442412551e-1,.304313669710509771e-1,.297732501458298771e-1,.299942286851404560e-1,.307485818989476911e-1,.311382529276471587e-1,.319347296797687363e-1,.312428233798840438e-1,.305199439706242970e-1,.329960692442412551e-1
.329964123820403188e-1,.304969736233147160e-1,.299221875170303520e-1,.304140617276900116e-1,.313010979312977611e-1,.317542701599506927e-1,.326577651298549654e-1,.318929261186156054e-1,.310380423749805345e-1,.329964123820403188e-1
.357868340920788341e-1,.373287431963262861e-1,.374209374391938354e-1,.360171549672756441e-1,.348619247136383592e-1,.342897303861136038e-1,.332268978522520797e-1,.340595412441402345e-1,.351856726014077026e-1,.357868340920788341e-1
.359734017228134917e-1,.396534312014580337e-1,.401931452783657051e-1,.381799401709628228e-1,.361605201481012273e-1,.351503446926102470e-1,.332282926464557704e-1,.347772275604825154e-1,.367373931803740561e-1,.359734017228134917e-1
.368003755941970212e-1,.394567368941878271e-1,.399867279909926765e-1,.391149798214343036e-1,.379762113737456275e-1,.374013897806619866e-1,.362819036133501527e-1,.372097241817712643e-1,.383084040294505712e-1,.368003755941970212e-1
.384132463125581580e-1,.403416893837587054e-1,.405586666624841996e-1,.392265682170744867e-1,.380148829996045379e-1,.374117835866982773e-1,.362773769506148369e-1,.371799880514274150e-1,.383579898816108766e-1,.384132463125581580e-1
.440767145192353382e-1,.411652948748155723e-1,.415511593865858231e-1,.465083841337730064e-1,.499505294727669025e-1,.516426845661612788e-1,.547135645167315943e-1,.523873663866254446e-1,.490069052170554187e-1,.440767145192353382e-1
.441440502514467425e-1,.397346172684081012e-1,.404546662642530919e-1,.485301222546752342e-1,.540567618143938944e-1,.567705513537077877e-1,.616824188597320244e-1,.579732385640170378e-1,.525445339860368676e-1,.441440502514467425e-1
.129707870846061724,.122828173134763574,.118185057928684500,.106813422842321870,.102259284929687055,.100126650552368801,.967559264972521760e-1,.988176361522334901e-1,.103386727684579682,.129707870846061724
.129710025929227868,.127763899229847766,.124194380277145910,.111586808870811183,.105132505033708412,.102034635082844716,.967601057673164178e-1,.100419165548629508,.106820127398037812,.129710025929227868
.131456584563366619,.121931226958821526,.119000743941029441,.117799754547760926,.119489571434769459,.120399682714193546,.122427082806964904,.120519345782980736,.118934399054282380,.131456584563366619
.131458739952705628,.121743621715268091,.119835221121547875,.123100089022017301,.127291305100811769,.129412088699098149,.133547079882760045,.130131565918276237,.126072874271727642,.131458739952705628
.150957113015238065,.185980670711501261,.195347171732009883,.193795472854048967,.184268786328800616,.179334800637150238,.169149481971601290,.178126574351495037,.187202483841986123,.150957113015238065
.150967876082745533,.193465506243455820,.204459056885866630,.201039531759533929,.188629788295997969,.182231285015063804,.169155850637821459,.180546241279330388,.192395448808952096,.150967876082745533
.154060970652608376,.175204867879926951,.188823358641911909,.220964909480585447,.233389693521814934,.239196405218308428,.248278578853842191,.242869664190948242,.230356270511492767,.154060970652608376
.154071919372029242,.176970845078017192,.190971693698770650,.222677413490430354,.234421425236178038,.239882329815202411,.248280906268746548,.243433791066877347,.231570541235896599,.154071919372029242
1.67781993699043142,1.72525968604816171,1.73533861159398839,1.72214014492226397,1.70303982536006515,1.69339397816736437,1.67450954716377964,1.69031422765885964,1.70865273325625822,1.67781993699043142
1.71443281223230315,1.74541012183044586,1.74885968613966725,1.72711824831935701,1.70739626115721421,1.69760741406605575,1.67924639552052213,1.69386973123391726,1.71298587239175504,1.71443281223230315
1.80399072445237607,1.81814608120197363,1.82886905677594314,1.85675556462626901,1.86846744957102828,1.87403167236459467,1.88307314581987839,1.87738288026417877,1.86555008415621160,1.80399072445237607
1.80399426621261227,1.82022518532608046,1.83139958778383516,1.85876503072603327,1.86967708205736471,1.87483501159971411,1.88307509227666969,1.87805711777474471,1.86699549632635353,1.80399426621261227
1.80717684010517132,1.81836218084913526,1.82995884252432006,1.86490440601028240,1.88123052341643415,1.88905300852366054,1.90214799788384425,1.89342868831079159,1.87705813362435947,1.80717684010517132
1.80718043579793175,1.82006164332483422,1.83202710443595151,1.86654671953431261,1.88221924600856028,1.88970972633370593,1.90214985914150247,1.89397992717942998,1.87823957140318498,1.80718043579793175
1.83589905591333036,1.85143586459594189,1.86179378930819439,1.88656259263945003,1.89621715341991148,1.90077465170901405,1.90800725058818443,1.90367160608064978,1.89385940333710323,1.83589905591333036
1.83590629187708032,1.87416205352604948,1.88957872254670178,1.90913335268112405,1.91029928915696701,1.91053827950847221,1.90922238737005046,1.91208513307492467,1.91044886151868809,1.83590629187708032
1.83741656570239797,1.87556012739355538,1.89087513774106242,1.91013691527120955,1.91116898190256279,1.91134438138519158,1.90992353659567016,1.91285485650502096,1.91135166391660505,1.83741656570239797
1.83742352342886761,1.87561928272411649,1.89134184385468984,1.91223665015931488,1.91415345684627880,1.91475593128917865,1.91407297683153388,1.91648236509999492,1.91410313217787120,1.83742352342886761
1.90105621243226608,1.90739955522214188,1.91013403426986628,1.91383107282208442,1.91417743913403626,1.91432542226330327,1.91434667127069247,1.91468875857819398,1.91417780238359114,1.90105621243226608
1.92261939969024809,1.92149534312248704,1.92053773900191516,1.91751249939832746,1.91601228006416591,1.91533937950281086,1.91428777816440743,1.91502643618238722,1.91641686938713462,1.92261939969024809
1.93848429768042863,1.93467357063747514,1.93309172131776918,1.93057227694887601,1.93001375576283607,1.92982186111452947,1.92973021359510355,1.92965395345277457,1.93013794431610819,1.93848429768042863
1.95165593889285560,1.94215618577039706,1.93807364713662622,1.93173035818636052,1.93047803792962114,1.93000526453094068,1.92969328369892423,1.92949415018786041,1.93072095228281526,1.95165593889285560
1.96998724903980360,1.97241801499717440,1.97278018088692875,1.97112556724354704,1.96949548426040622,1.96872702009284239,1.96734499264185558,1.96849445386141042,1.96997516396871220,1.96998724903980360
1.97385204327865438,1.97449604295516679,1.97409888884669726,1.97135173800404573,1.96956330163394000,1.96873539506975703,1.96733403973372845,1.96840939935047743,1.97006444355662325,1.97385204327865438
1.97665061526198205,1.97465159332985518,1.97415884630152449,1.97406585572989246,1.97439006187001809,1.97460834754730286,1.97514419222596649,1.97471176274512938,1.97430189933239886,1.97665061526198205
1.97665075717972982,1.97581940879064888,1.97558080828801508,1.97519551304102592,1.97507004656227991,1.97505990704569712,1.97514517952441793,1.97509068111253683,1.97511426614954999,1.97665075717972982
1.97665172862565086,1.97621306760416182,1.97656346300039942,1.97817204250717005,1.97904506962511917,1.97951373796804120,1.98041060285105530,1.97979817827497229,1.97882951553088304,1.97665172862565086
1.97665187030670175,1.97623603274492865,1.97659138292760694,1.97819419580151212,1.97905840444199832,1.97952259388407903,1.98041062740927210,1.97980560732712974,1.97884544570785792,1.97665187030670175
1.98244931769635002,1.98337143961815343,1.98360346137223331,1.98314788025068367,1.98254938600784669,1.98229408508651517,1.98187255744694824,1.98226493643230128,1.98273891965770588,1.98244931769635002
1.98479559732765409,1.98505668564216364,1.98492407018348871,1.98371627363533065,1.98286789103318029,1.98249816642766774,1.98190929385469872,1.98238821256767039,1.98311599684702600,1.98479559732765409
1.98691188044352884,1.98564108308404741,1.98520552209852852,1.98450743827474696,1.98431824214731733,1.98428170687178351,1.98434211881772171,1.98428393265430714,1.98437441860681574,1.98691188044352884
1.98794386543045221,1.98634824632678431,1.98574307667394478,1.98471514544528205,1.98442502336692783,1.98434282634117309,1.98433931515720374,1.98431062587628659,1.98450418772735659,1.98794386543045221
1.99558779404505060,1.99531222653133611,1.99528691386999668,1.99514270027368212,1.99501099149553696,1.99499295502419827,1.99503915577635382,1.99504025029829535,1.99506342614386867,1.99558779404505060
1.99559177392693243,1.99532229087598623,1.99529792115295024,1.99515059916307536,1.99501567580433203,1.99499602800223030,1.99503915115838382,1.99504273400916432,1.99506903074777853,1.99559177392693243
